time,count
07:37,70
08:08,101
08:41,117
09:17,165
09:45,171
10:07,187
10:29,185
10:54,234
11:23,228
11:49,250
12:10,258
12:35,245
13:01,248
13:27,222
13:49,206
14:07,211
14:29,202
14:55,201
15:36,188
16:06,206
16:32,216
17:01,247
17:32,271
18:00,305
18:30,325
19:02,365
19:30,368
19:54,366
