time,count
07:26,61
07:59,87
08:40,114
09:17,162
09:46,200
10:09,259
10:34,248
11:02,253
11:34,225
12:03,218
12:32,207
13:02,211
13:28,198
13:50,183
14:23,157
14:50,144
15:24,166
15:59,177
16:34,202
17:02,252
17:34,290
