time,count
07:07,39
07:31,68
07:58,109
08:25,120
08:49,149
09:10,187
09:34,185
09:53,202
10:15,192
10:34,190
10:56,241
11:21,232
11:48,265
12:05,298
12:22,279
12:47,284
13:04,277
13:21,242
13:43,237
13:57,250
14:22,211
14:49,188
15:20,184
15:50,198
16:20,217
16:40,241
