time,count
07:11,53
07:41,75
08:08,87
08:33,100
09:03,151
09:32,167
09:55,219
10:21,225
10:48,218
11:08,217
11:32,195
12:01,197
12:28,204
12:51,199
13:19,197
13:40,189
13:58,194
14:23,182
14:49,168
15:21,173
15:51,172
16:21,191
16:48,228
17:07,255
