time,count
07:13,34
07:44,58
08:11,73
08:40,77
09:09,125
09:35,142
09:58,201
10:24,188
10:49,207
11:10,208
11:36,193
12:02,220
12:29,181
12:53,178
13:21,163
13:47,170
14:04,165
14:28,155
14:54,162
15:35,156
