time,count
09:54,170
10:40,226
11:21,269
12:01,290
12:42,291
13:15,308
13:39,275
14:07,240
14:31,186
14:58,186
15:32,169
16:05,166
16:46,172
17:19,153
17:41,154
18:12,160
18:37,161
