time,count
07:08,44
07:34,65
07:58,71
08:26,83
08:50,105
09:12,137
09:35,156
09:56,208
10:19,215
10:40,217
11:05,220
11:27,194
11:50,207
12:18,182
12:38,166
13:01,179
13:22,167
13:45,172
13:58,175
14:24,156
14:49,161
15:22,145
15:52,149
16:22,156
16:49,184
17:13,225
17:42,269
