time,count
09:25,75
09:49,136
10:04,192
10:22,205
10:48,252
11:06,285
11:24,259
11:48,262
12:03,286
12:21,262
12:46,256
13:01,276
13:21,280
13:41,279
13:57,261
14:21,242
14:49,199
15:19,189
15:42,186
16:03,184
16:22,175
16:45,179
17:01,174
17:21,173
17:45,183
17:59,191
18:16,198
18:35,209
18:53,206
