time,count
09:49,108
10:22,152
10:53,201
11:37,201
12:02,210
12:37,173
12:58,177
13:32,173
13:57,165
14:28,154
14:50,156
15:51,144
16:35,140
16:58,129
17:32,130
17:57,136
18:29,147
