time,count
09:10,52
09:34,98
09:51,149
10:13,191
10:34,208
10:52,249
11:13,293
11:34,264
11:51,277
12:11,316
12:33,300
12:51,282
13:10,294
13:26,265
13:40,265
13:56,287
14:16,268
14:38,242
15:07,219
15:31,201
15:55,198
16:13,190
16:33,173
