time,count
07:51,76
08:37,111
09:08,145
09:41,166
10:17,170
10:45,134
11:09,108
11:33,75
12:02,124
12:31,164
12:59,201
13:22,206
13:47,188
14:08,195
14:27,176
14:48,181
15:04,187
15:28,183
15:53,128
16:33,206
