time,count
07:08,52
07:34,77
07:58,107
08:26,112
08:50,154
09:21,191
09:45,204
10:01,216
10:21,211
10:47,254
11:05,272
11:23,263
11:47,280
12:04,288
12:21,242
12:47,236
13:03,237
13:20,226
13:42,213
13:57,214
14:21,212
14:49,211
15:19,220
15:43,210
