time,count
07:36,49
08:07,79
08:40,86
09:10,126
09:42,155
10:07,205
10:29,189
10:55,217
11:27,200
11:54,222
12:25,188
12:50,183
13:15,192
13:39,178
14:01,197
14:32,170
15:05,204
15:46,193
16:21,200
16:51,236
17:31,258
18:04,359
18:36,397
19:04,447
19:34,409
20:34,318
