time,count
07:40,90
08:14,118
08:50,114
09:50,131
10:29,154
11:05,204
11:51,209
12:37,195
13:02,209
13:43,179
14:10,163
14:41,148
15:14,161
16:14,159
17:00,191
17:50,224
18:20,263
18:57,342
19:39,386
20:02,377
20:36,294
20:58,270
